person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
47,52000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,7.29,0,0.23,N,13
31,50402,MORTGAGE,4.0,VENTURE,C,3000,13.22,0,0.06,Y,10
23,23136,RENT,,EDUCATION,A,4800,6.17,0,0.21,N,2
42,45000,RENT,1.0,MEDICAL,B,18200,10.83,1,0.4,N,16
22,30000,RENT,0.0,DEBTCONSOLIDATION,E,6000,19.39,1,0.2,Y,4
28,54000,OWN,13.0,DEBTCONSOLIDATION,E,6500,16.45,1,0.12,Y,6
25,33600,RENT,5.0,DEBTCONSOLIDATION,B,1000,11.86,0,0.03,N,2
27,47232,OWN,10.0,MEDICAL,A,8000,5.42,0,0.17,N,9
24,45000,RENT,1.0,VENTURE,B,12000,10.99,0,0.27,N,3
22,65000,RENT,6.0,PERSONAL,C,9600,12.99,0,0.15,Y,4
36,87000,RENT,5.0,MEDICAL,C,5000,13.98,0,0.06,N,14
23,29000,RENT,6.0,MEDICAL,D,7750,14.59,1,0.27,Y,3
22,30000,RENT,,HOMEIMPROVEMENT,D,6400,15.99,1,0.21,N,2
26,20000,RENT,0.0,PERSONAL,C,4000,13.79,0,0.2,Y,4
23,60000,MORTGAGE,1.0,MEDICAL,C,13200,13.16,0,0.22,Y,2
23,50004,MORTGAGE,7.0,PERSONAL,A,6000,,0,0.12,N,3
23,80000,RENT,3.0,EDUCATION,D,4000,14.46,0,0.05,Y,4
27,10000,RENT,2.0,VENTURE,D,1200,14.11,1,0.12,Y,6
23,39000,RENT,0.0,PERSONAL,E,4800,17.99,1,0.12,N,4
22,35325,RENT,2.0,HOMEIMPROVEMENT,D,6500,15.95,1,0.18,N,2
29,33600,MORTGAGE,0.0,HOMEIMPROVEMENT,B,6000,11.12,0,0.18,N,7
23,120000,MORTGAGE,0.0,PERSONAL,A,17000,8.94,0,0.14,N,2
24,19200,RENT,1.0,HOMEIMPROVEMENT,C,8000,13.61,1,0.42,Y,3
25,50000,RENT,0.0,EDUCATION,B,11000,12.53,0,0.22,N,2
28,63000,MORTGAGE,0.0,EDUCATION,D,5000,13.67,0,0.08,Y,7
23,54000,RENT,1.0,EDUCATION,D,10000,14.42,1,0.19,N,3
41,62903,MORTGAGE,4.0,MEDICAL,B,9600,10.0,1,0.13,N,12
25,48000,RENT,7.0,HOMEIMPROVEMENT,D,9000,15.05,1,0.19,Y,3
21,30000,RENT,2.0,EDUCATION,B,3000,11.89,0,0.1,N,4
26,138000,MORTGAGE,4.0,EDUCATION,F,18000,16.4,1,0.13,N,3
26,81000,RENT,10.0,VENTURE,E,21000,16.95,1,0.26,N,2
26,89028,RENT,0.0,DEBTCONSOLIDATION,A,30000,6.62,1,0.34,N,3
24,36100,RENT,4.0,DEBTCONSOLIDATION,D,5000,12.92,1,0.14,Y,3
28,40000,MORTGAGE,1.0,VENTURE,C,2400,13.49,0,0.06,N,10
32,150000,MORTGAGE,11.0,PERSONAL,A,20000,7.9,0,0.13,N,10
23,50400,OWN,7.0,EDUCATION,D,7000,15.99,0,0.14,N,2
34,80000,RENT,4.0,VENTURE,A,5000,,0,0.06,N,9
29,60500,RENT,13.0,VENTURE,C,3000,13.61,0,0.05,N,9
23,55000,RENT,2.0,EDUCATION,A,3000,6.99,0,0.05,N,2
29,49000,RENT,2.0,DEBTCONSOLIDATION,D,12000,15.37,1,0.24,N,7
32,73000,MORTGAGE,7.0,PERSONAL,C,4750,13.11,1,0.07,Y,9
26,48000,RENT,0.0,MEDICAL,C,12000,11.66,0,0.25,N,3
24,36000,RENT,7.0,DEBTCONSOLIDATION,A,13000,7.29,1,0.36,N,3
64,56000,RENT,0.0,DEBTCONSOLIDATION,E,10000,16.82,1,0.18,Y,18
25,64800,RENT,1.0,PERSONAL,C,7000,12.73,0,0.11,N,2
22,40000,RENT,6.0,PERSONAL,D,13225,16.77,1,0.33,Y,2
27,125000,MORTGAGE,11.0,MEDICAL,B,30000,10.99,0,0.24,N,10
29,110000,MORTGAGE,1.0,EDUCATION,E,12800,16.82,0,0.12,N,6
28,57000,RENT,12.0,DEBTCONSOLIDATION,B,20000,11.71,1,0.35,N,6
23,87000,MORTGAGE,7.0,EDUCATION,A,8000,5.99,0,0.09,N,4
30,50000,OWN,4.0,DEBTCONSOLIDATION,D,10000,15.95,0,0.2,Y,7
37,45000,RENT,0.0,EDUCATION,C,6000,12.61,0,0.13,N,17
33,18720,OWN,0.0,DEBTCONSOLIDATION,C,3500,13.16,1,0.19,Y,6
24,30000,RENT,1.0,EDUCATION,C,4000,11.34,0,0.13,N,3
23,60000,RENT,3.0,EDUCATION,C,12250,10.59,0,0.2,N,3
22,59813,MORTGAGE,6.0,MEDICAL,E,20000,17.74,1,0.28,N,3
25,74004,RENT,2.0,DEBTCONSOLIDATION,D,7500,12.61,1,0.1,Y,4
23,120000,RENT,7.0,EDUCATION,B,12000,11.71,0,0.1,N,4
36,49000,RENT,0.0,DEBTCONSOLIDATION,D,8000,15.31,1,0.16,Y,13
36,42000,RENT,2.0,VENTURE,A,7000,6.62,0,0.17,N,16
22,10000,RENT,,DEBTCONSOLIDATION,C,1750,14.72,1,0.17,Y,3
28,54000,RENT,0.0,EDUCATION,C,4500,,1,0.08,Y,8
23,33204,RENT,7.0,EDUCATION,C,2000,14.72,0,0.06,Y,2
22,16800,RENT,1.0,EDUCATION,B,3050,9.91,1,0.18,N,3
23,143000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,24250,14.59,1,0.17,Y,2
25,45000,MORTGAGE,9.0,EDUCATION,A,5000,,0,0.11,N,3
23,56000,RENT,1.0,EDUCATION,B,8000,10.0,0,0.14,N,3
35,57600,MORTGAGE,19.0,PERSONAL,A,2000,6.76,1,0.03,N,9
24,35000,RENT,9.0,EDUCATION,A,1500,,0,0.04,N,3
22,23000,RENT,1.0,MEDICAL,F,2800,21.74,1,0.12,N,4
22,55000,RENT,5.0,PERSONAL,D,8000,15.31,1,0.15,N,4
22,62900,MORTGAGE,6.0,MEDICAL,E,12000,16.35,1,0.16,Y,2
24,50000,MORTGAGE,7.0,VENTURE,B,7500,11.71,0,0.15,N,4
21,35000,RENT,5.0,MEDICAL,C,11300,13.49,1,0.32,N,3
24,55000,MORTGAGE,3.0,VENTURE,A,5000,7.88,0,0.09,N,4
24,83004,RENT,0.0,VENTURE,D,28000,15.99,1,0.34,Y,4
26,29000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,7200,8.49,0,0.25,N,4
29,195000,MORTGAGE,5.0,VENTURE,C,3600,14.26,1,0.02,N,7
28,45300,RENT,3.0,DEBTCONSOLIDATION,C,17000,14.72,1,0.38,N,10
31,78504,RENT,2.0,EDUCATION,C,10000,11.41,0,0.13,Y,8
23,36000,RENT,0.0,EDUCATION,B,5000,,0,0.14,N,3
25,31000,MORTGAGE,,HOMEIMPROVEMENT,A,5200,5.42,0,0.17,N,4
23,24000,RENT,1.0,VENTURE,B,5500,10.99,0,0.23,N,4
30,189000,MORTGAGE,5.0,HOMEIMPROVEMENT,E,16000,16.35,0,0.08,N,8
29,13200,RENT,3.0,VENTURE,D,4475,16.89,1,0.34,N,9
22,65000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,8100,13.11,0,0.12,N,4
22,14000,RENT,2.0,PERSONAL,D,4750,14.61,1,0.34,N,4
29,55000,RENT,2.0,DEBTCONSOLIDATION,B,10000,12.53,0,0.18,N,9
40,31504,RENT,13.0,MEDICAL,E,10000,,1,0.32,N,13
47,85000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5500,6.76,0,0.06,N,12
29,30000,RENT,3.0,VENTURE,A,5000,9.32,0,0.17,N,5
23,48000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,2500,11.71,0,0.05,N,3
25,38000,RENT,1.0,EDUCATION,A,10000,7.49,0,0.26,N,2
57,40000,RENT,1.0,DEBTCONSOLIDATION,A,15000,8.9,1,0.38,N,20
25,19000,OWN,3.0,VENTURE,A,4000,7.4,1,0.21,N,4
28,40500,MORTGAGE,0.0,VENTURE,C,12000,12.23,0,0.3,Y,5
37,408000,RENT,14.0,EDUCATION,C,6000,12.61,0,0.01,N,13
23,75000,MORTGAGE,0.0,PERSONAL,A,5400,8.94,0,0.07,N,3
35,110000,RENT,2.0,VENTURE,B,11500,11.49,0,0.1,N,10
28,19992,RENT,12.0,EDUCATION,A,3000,7.14,1,0.15,N,9
41,103000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,20000,14.61,1,0.19,Y,16
29,54000,RENT,0.0,PERSONAL,D,10000,14.96,1,0.19,N,9
33,25000,RENT,18.0,EDUCATION,D,8000,,1,0.32,N,8
27,45150,RENT,1.0,VENTURE,C,18000,13.16,1,0.4,N,7
30,69000,RENT,6.0,EDUCATION,D,25000,14.09,1,0.36,Y,5
22,50000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,9000,8.49,0,0.18,N,2
29,54000,MORTGAGE,8.0,MEDICAL,A,7500,7.49,1,0.14,N,7
36,19200,RENT,,DEBTCONSOLIDATION,B,1200,9.62,0,0.06,N,14
24,60000,RENT,8.0,VENTURE,A,20000,,1,0.33,N,4
50,74400,MORTGAGE,5.0,VENTURE,A,7000,7.49,0,0.09,N,14
25,19800,RENT,0.0,DEBTCONSOLIDATION,C,5000,13.49,1,0.25,Y,4
38,40000,OWN,6.0,MEDICAL,A,9000,7.49,0,0.23,N,16
21,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,5000,13.48,0,0.08,N,2
40,540600,MORTGAGE,8.0,MEDICAL,D,35000,15.99,1,0.06,Y,11
23,50000,OWN,4.0,PERSONAL,B,12600,11.71,0,0.25,N,4
26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,2
27,75805,RENT,1.0,DEBTCONSOLIDATION,E,13450,16.32,1,0.18,N,8
32,52000,MORTGAGE,1.0,VENTURE,A,1000,6.99,0,0.02,N,7
26,28700,RENT,6.0,MEDICAL,D,8500,13.55,1,0.3,Y,3
30,53004,RENT,3.0,DEBTCONSOLIDATION,D,14000,15.28,1,0.26,Y,10
23,38400,RENT,5.0,EDUCATION,B,13000,11.71,1,0.34,N,3
23,45000,RENT,7.0,VENTURE,D,4000,16.32,0,0.09,Y,2
29,48000,RENT,11.0,VENTURE,A,3000,5.42,0,0.06,N,5
24,32640,RENT,5.0,EDUCATION,B,2000,10.0,1,0.06,N,2
22,21120,MORTGAGE,3.0,DEBTCONSOLIDATION,D,1625,16.89,1,0.08,Y,3
32,28000,MORTGAGE,7.0,MEDICAL,D,6000,15.21,1,0.21,N,9
24,60000,RENT,8.0,EDUCATION,A,7000,7.51,1,0.12,N,4
24,39000,RENT,0.0,MEDICAL,D,3000,14.61,1,0.08,Y,4
32,83000,MORTGAGE,1.0,EDUCATION,A,10000,8.0,0,0.12,N,5
26,51000,MORTGAGE,10.0,MEDICAL,D,13000,15.33,1,0.25,Y,3
22,30996,RENT,6.0,EDUCATION,A,8000,7.14,1,0.26,N,4
27,51600,RENT,1.0,PERSONAL,F,10400,18.25,1,0.2,Y,6
25,68400,RENT,9.0,PERSONAL,E,24250,17.56,1,0.35,N,4
23,29004,OWN,1.0,VENTURE,C,2000,13.16,0,0.07,N,3
26,130000,RENT,2.0,PERSONAL,A,17950,,0,0.14,N,2
26,53000,RENT,11.0,EDUCATION,C,4200,14.22,0,0.08,N,4
32,27500,RENT,,HOMEIMPROVEMENT,B,4000,10.62,1,0.15,N,7
26,59000,MORTGAGE,5.0,MEDICAL,D,8000,15.99,1,0.14,Y,2
21,18000,OWN,0.0,VENTURE,B,6250,10.62,1,0.35,N,4
22,58650,RENT,6.0,MEDICAL,D,16800,16.77,1,0.24,N,2
24,85000,MORTGAGE,8.0,EDUCATION,B,20000,11.11,0,0.24,N,4
24,33996,RENT,2.0,HOMEIMPROVEMENT,D,5000,14.96,1,0.15,N,2
35,19200,RENT,4.0,PERSONAL,A,1200,7.29,1,0.06,N,10
24,25000,RENT,0.0,DEBTCONSOLIDATION,A,4400,6.76,0,0.18,N,3
30,72516,RENT,11.0,PERSONAL,C,5000,13.85,0,0.07,Y,6
28,59004,MORTGAGE,1.0,PERSONAL,A,8000,7.37,1,0.14,N,6
26,51996,MORTGAGE,2.0,MEDICAL,E,6500,15.68,1,0.13,N,4
22,41196,RENT,6.0,PERSONAL,C,6800,11.59,0,0.17,Y,2
22,25000,RENT,4.0,VENTURE,B,8000,10.74,1,0.32,N,4
30,41998,RENT,0.0,HOMEIMPROVEMENT,E,5000,16.0,1,0.12,N,6
23,14400,OWN,2.0,HOMEIMPROVEMENT,E,4000,16.7,1,0.28,N,2
23,27996,OWN,1.0,PERSONAL,D,4800,15.99,0,0.17,Y,2
25,102000,MORTGAGE,7.0,HOMEIMPROVEMENT,G,25000,20.16,1,0.25,Y,4
31,49000,RENT,6.0,PERSONAL,A,5600,6.03,0,0.11,N,6
27,61000,MORTGAGE,11.0,EDUCATION,B,1200,10.37,0,0.02,N,9
23,55000,MORTGAGE,8.0,VENTURE,B,7200,11.71,0,0.13,N,3
33,44000,RENT,6.0,DEBTCONSOLIDATION,D,6000,14.96,1,0.14,N,8
21,9600,RENT,,MEDICAL,B,2375,10.0,1,0.25,N,3
25,60000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,5000,15.27,0,0.08,Y,2
39,17760,OWN,0.0,MEDICAL,A,4375,5.42,1,0.25,N,17
28,41500,RENT,3.0,MEDICAL,D,11000,15.33,1,0.27,Y,5
23,52000,RENT,5.0,PERSONAL,D,4600,14.96,1,0.09,N,2
28,15000,RENT,1.0,PERSONAL,A,5000,7.4,1,0.33,N,9
28,97000,MORTGAGE,9.0,VENTURE,A,12000,8.49,0,0.12,N,5
26,9840,RENT,5.0,VENTURE,B,1750,9.99,1,0.18,N,4
30,98000,MORTGAGE,14.0,EDUCATION,B,9000,11.49,1,0.09,N,5
24,39000,RENT,1.0,DEBTCONSOLIDATION,D,10000,14.11,1,0.26,N,3
25,56950,MORTGAGE,9.0,MEDICAL,C,25000,10.91,1,0.37,Y,3
23,38000,RENT,3.0,PERSONAL,A,19750,7.51,1,0.52,N,4
25,84000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,4200,9.25,0,0.05,N,4
28,132650,MORTGAGE,12.0,MEDICAL,B,20000,10.65,0,0.15,N,5
35,64500,MORTGAGE,7.0,MEDICAL,C,4500,12.53,0,0.07,N,9
22,70000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,4500,5.42,0,0.06,N,2
23,38800,RENT,2.0,MEDICAL,A,14575,,1,0.38,N,4
31,59712,RENT,0.0,DEBTCONSOLIDATION,E,24000,17.43,1,0.4,N,9
25,130000,MORTGAGE,2.0,VENTURE,A,12000,7.51,0,0.09,N,2
39,117996,RENT,6.0,HOMEIMPROVEMENT,D,7500,13.24,1,0.06,Y,14
23,42000,MORTGAGE,7.0,EDUCATION,A,10500,7.66,1,0.25,N,2
31,80000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,12400,9.99,0,0.15,N,6
29,58500,RENT,1.0,MEDICAL,D,22000,13.67,1,0.38,N,6
30,120000,RENT,14.0,MEDICAL,A,15000,6.17,0,0.13,N,8
27,14400,RENT,3.0,EDUCATION,F,2500,18.3,1,0.17,N,7
33,53000,RENT,4.0,DEBTCONSOLIDATION,B,3600,9.25,0,0.07,N,5
25,43000,RENT,9.0,MEDICAL,C,4000,12.99,0,0.09,N,4
36,36000,RENT,3.0,EDUCATION,B,2500,9.76,0,0.07,N,15
23,55365,MORTGAGE,4.0,PERSONAL,F,25000,19.04,1,0.45,N,4
22,50004,RENT,3.0,VENTURE,C,25000,12.23,1,0.5,N,3
33,92000,MORTGAGE,8.0,EDUCATION,C,20000,13.06,0,0.22,N,10
31,94350,MORTGAGE,5.0,MEDICAL,D,15000,15.37,1,0.14,N,8
28,78000,RENT,12.0,MEDICAL,B,3000,12.42,0,0.04,N,7
44,175000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,15000,7.66,0,0.09,N,17
28,48500,RENT,0.0,MEDICAL,C,15000,12.99,1,0.31,Y,7
24,39000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,16000,14.22,1,0.41,N,4
28,125000,MORTGAGE,13.0,VENTURE,B,15000,10.25,0,0.12,N,7
32,108000,RENT,16.0,PERSONAL,A,6125,5.99,1,0.06,N,5
23,85000,RENT,5.0,MEDICAL,C,6700,15.23,0,0.08,Y,2
28,75000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,9600,10.62,0,0.13,N,7
27,170000,RENT,3.0,HOMEIMPROVEMENT,B,12075,12.42,0,0.07,N,10
26,54996,RENT,2.0,PERSONAL,A,12000,7.88,0,0.22,N,4
24,62400,RENT,4.0,DEBTCONSOLIDATION,D,20000,14.84,1,0.32,N,4
25,65000,OWN,1.0,VENTURE,C,12000,12.61,0,0.18,Y,4
24,59000,MORTGAGE,3.0,EDUCATION,C,6800,12.53,1,0.12,N,2
26,68399,MORTGAGE,7.0,PERSONAL,A,10500,6.91,0,0.15,N,3
34,36500,RENT,4.0,DEBTCONSOLIDATION,D,6500,15.65,1,0.18,N,10
22,32000,RENT,2.0,VENTURE,C,10000,13.22,1,0.31,N,3
30,46000,RENT,5.0,MEDICAL,A,6000,6.99,0,0.13,N,5
30,32000,RENT,0.0,MEDICAL,C,6000,12.99,0,0.19,N,9
22,43000,RENT,0.0,EDUCATION,A,15000,8.49,1,0.35,N,2
29,220000,OWN,1.0,PERSONAL,F,14725,19.41,0,0.07,N,6
28,25000,RENT,1.0,VENTURE,A,5000,7.51,0,0.2,N,9
27,60000,MORTGAGE,12.0,MEDICAL,D,2000,15.7,1,0.03,Y,6
22,39000,RENT,1.0,VENTURE,D,7500,,1,0.19,Y,4
24,168000,MORTGAGE,0.0,PERSONAL,E,25000,16.45,1,0.15,N,3
25,82000,RENT,1.0,EDUCATION,E,22000,17.51,1,0.27,N,2
21,32000,RENT,6.0,MEDICAL,D,12000,,1,0.38,Y,2
39,54000,MORTGAGE,17.0,PERSONAL,B,25000,11.49,0,0.46,N,16
26,24856,RENT,0.0,DEBTCONSOLIDATION,A,3000,9.32,0,0.12,N,4
28,35000,RENT,2.0,EDUCATION,C,12500,,1,0.36,N,10
44,24000,MORTGAGE,,HOMEIMPROVEMENT,D,7750,15.58,0,0.32,Y,13
24,35000,RENT,2.0,MEDICAL,B,16000,11.71,1,0.46,N,3
22,55000,RENT,7.0,MEDICAL,B,3500,9.99,0,0.06,N,3
27,96000,MORTGAGE,3.0,VENTURE,C,3000,14.17,1,0.03,Y,9
24,44000,RENT,8.0,MEDICAL,A,16000,7.49,1,0.36,N,2
36,32004,RENT,3.0,VENTURE,B,5000,10.62,0,0.16,N,15
24,51996,MORTGAGE,0.0,PERSONAL,B,12000,10.74,0,0.23,N,3
30,39600,RENT,4.0,DEBTCONSOLIDATION,F,10000,20.89,1,0.25,Y,10
28,22884,RENT,4.0,DEBTCONSOLIDATION,B,4800,10.38,0,0.21,N,7
33,90000,MORTGAGE,4.0,EDUCATION,C,12000,12.98,0,0.13,N,5
27,71000,OWN,0.0,VENTURE,E,5000,17.39,1,0.07,N,9
24,41000,RENT,4.0,MEDICAL,C,11525,12.99,0,0.28,Y,3
22,52000,MORTGAGE,6.0,EDUCATION,D,10000,13.87,1,0.19,Y,2
22,31200,RENT,,VENTURE,B,4800,10.37,0,0.15,N,4
22,44000,RENT,5.0,HOMEIMPROVEMENT,B,15000,11.11,1,0.34,N,3
21,51000,RENT,5.0,VENTURE,D,1600,15.62,1,0.03,N,4
23,30000,MORTGAGE,0.0,VENTURE,B,13000,,0,0.43,N,2
24,83500,RENT,1.0,EDUCATION,C,20000,13.48,0,0.24,N,3
27,52600,MORTGAGE,2.0,PERSONAL,D,21600,17.27,1,0.41,N,9
21,14400,RENT,1.0,VENTURE,D,1000,16.29,1,0.07,N,4
23,45000,RENT,2.0,VENTURE,A,6575,8.0,0,0.15,N,3
27,80000,RENT,3.0,DEBTCONSOLIDATION,B,7500,12.18,0,0.09,N,5
22,55082,RENT,6.0,MEDICAL,F,12000,,1,0.19,Y,3
23,30680,RENT,7.0,DEBTCONSOLIDATION,B,10000,10.37,1,0.33,N,4
26,54000,RENT,7.0,DEBTCONSOLIDATION,D,25000,14.83,1,0.46,Y,2
24,85100,RENT,3.0,EDUCATION,C,15000,,0,0.18,Y,2
24,78400,MORTGAGE,5.0,VENTURE,C,17400,13.48,0,0.22,N,2
24,45996,RENT,9.0,PERSONAL,B,3500,12.21,1,0.08,N,2
35,30000,RENT,1.0,EDUCATION,C,7500,,1,0.25,Y,6
28,56000,RENT,5.0,DEBTCONSOLIDATION,E,4800,16.45,1,0.09,N,7
23,23421,RENT,3.0,MEDICAL,E,4500,17.99,1,0.19,Y,3
22,43000,RENT,6.0,EDUCATION,B,13500,10.95,1,0.31,N,4
30,93000,MORTGAGE,14.0,MEDICAL,B,22500,11.83,0,0.24,N,9
23,59000,RENT,3.0,MEDICAL,C,4500,12.68,0,0.08,Y,3
27,30000,RENT,12.0,DEBTCONSOLIDATION,B,16000,10.99,1,0.53,N,6
22,49000,MORTGAGE,4.0,VENTURE,A,7000,9.32,0,0.14,N,2
27,61200,MORTGAGE,5.0,MEDICAL,B,4500,11.86,0,0.07,N,7
22,34000,RENT,0.0,EDUCATION,D,16000,13.24,1,0.47,N,3
27,32304,MORTGAGE,6.0,HOMEIMPROVEMENT,A,1200,6.76,1,0.04,N,9
29,75000,MORTGAGE,0.0,PERSONAL,B,3000,9.45,0,0.04,N,10
35,86000,MORTGAGE,19.0,MEDICAL,A,20000,6.54,0,0.23,N,10
21,45000,RENT,3.0,MEDICAL,A,9000,8.49,0,0.2,N,3
32,50400,RENT,11.0,EDUCATION,B,8400,12.42,0,0.17,N,7
22,30000,RENT,4.0,VENTURE,A,9875,7.29,1,0.33,N,3
26,90000,RENT,8.0,PERSONAL,C,8400,,0,0.09,N,2
26,93492,RENT,0.0,DEBTCONSOLIDATION,B,20000,9.45,0,0.21,N,4
24,33000,RENT,3.0,DEBTCONSOLIDATION,D,6000,15.62,1,0.18,N,2
31,59000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,13000,11.14,0,0.22,N,7
26,40500,RENT,,DEBTCONSOLIDATION,A,8500,7.88,0,0.21,N,2
24,46704,RENT,2.0,EDUCATION,B,9000,11.49,0,0.19,N,4
25,57000,RENT,1.0,PERSONAL,B,9500,12.53,0,0.17,N,2
24,55000,RENT,4.0,VENTURE,A,5000,8.0,0,0.09,N,3
23,64000,MORTGAGE,7.0,EDUCATION,A,2100,6.03,0,0.03,N,2
43,84000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,12000,5.42,0,0.14,N,16
39,27040,MORTGAGE,0.0,HOMEIMPROVEMENT,A,4800,8.59,0,0.18,N,17
24,33996,RENT,1.0,DEBTCONSOLIDATION,C,7000,13.16,1,0.21,N,3
27,30000,RENT,3.0,MEDICAL,D,10000,17.58,1,0.33,N,6
25,82560,RENT,6.0,DEBTCONSOLIDATION,A,4500,7.42,0,0.05,N,3
27,50004,RENT,12.0,DEBTCONSOLIDATION,B,3200,11.49,0,0.06,N,7
26,50000,RENT,5.0,EDUCATION,C,18000,13.11,1,0.36,N,3
27,72000,RENT,3.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.35,Y,6
24,12624,RENT,,VENTURE,C,6300,13.85,1,0.5,N,3
38,21600,OWN,1.0,EDUCATION,C,4750,15.23,0,0.22,Y,16
25,54000,RENT,0.0,HOMEIMPROVEMENT,C,10000,15.23,1,0.19,N,4
22,36000,RENT,1.0,EDUCATION,C,5000,12.68,1,0.14,N,4
23,80000,MORTGAGE,,PERSONAL,A,3000,5.99,0,0.04,N,3
26,54000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,3600,12.69,1,0.07,N,4
25,21500,RENT,2.0,MEDICAL,C,7500,11.34,1,0.35,Y,3
44,83000,OTHER,2.0,EDUCATION,D,12000,16.0,1,0.14,Y,15
32,22000,RENT,9.0,MEDICAL,E,10000,18.39,1,0.45,Y,6
49,64800,MORTGAGE,4.0,HOMEIMPROVEMENT,D,6625,18.25,0,0.1,N,16
28,38688,RENT,2.0,EDUCATION,C,3000,12.73,0,0.08,Y,8
22,31000,RENT,4.0,PERSONAL,A,10000,,1,0.32,N,4
24,32304,RENT,8.0,MEDICAL,B,1500,9.91,1,0.05,N,3
44,80000,MORTGAGE,14.0,MEDICAL,A,10000,6.03,0,0.13,N,15
28,30000,RENT,0.0,VENTURE,A,9600,,1,0.32,N,7
24,10800,MORTGAGE,8.0,EDUCATION,B,1750,10.99,1,0.16,N,2
25,120000,MORTGAGE,4.0,EDUCATION,B,10000,9.91,0,0.08,N,4
23,45312,RENT,3.0,EDUCATION,A,13500,7.88,0,0.3,N,3
30,96053,MORTGAGE,15.0,MEDICAL,D,30000,15.62,1,0.27,N,5
22,40000,RENT,3.0,DEBTCONSOLIDATION,A,1000,7.9,0,0.03,N,4
24,73000,RENT,1.0,DEBTCONSOLIDATION,B,5000,9.01,0,0.07,N,2
26,25000,RENT,1.0,MEDICAL,C,1000,14.65,0,0.04,Y,3
27,64000,OWN,11.0,VENTURE,A,5000,5.79,0,0.08,N,5
25,42000,RENT,9.0,VENTURE,C,11500,13.79,0,0.27,Y,3
30,36000,MORTGAGE,4.0,PERSONAL,C,11500,13.57,0,0.32,N,8
29,50000,OWN,3.0,HOMEIMPROVEMENT,B,4200,9.91,0,0.08,N,5
26,36000,MORTGAGE,5.0,PERSONAL,A,4000,,0,0.11,N,3
29,28800,RENT,4.0,DEBTCONSOLIDATION,A,10750,7.51,1,0.37,N,10
23,84000,MORTGAGE,2.0,EDUCATION,D,20000,12.61,0,0.24,Y,2
23,20400,RENT,4.0,EDUCATION,D,1200,18.25,1,0.06,N,4
24,28000,RENT,1.0,MEDICAL,A,9500,5.99,1,0.34,N,3
29,65000,RENT,5.0,EDUCATION,B,7500,12.69,0,0.12,N,10
38,50000,RENT,8.0,MEDICAL,C,20000,13.85,1,0.4,N,14
61,160000,MORTGAGE,30.0,PERSONAL,B,24000,10.38,0,0.15,N,21
29,56400,RENT,1.0,DEBTCONSOLIDATION,A,3000,7.9,1,0.05,N,6
32,96000,RENT,1.0,PERSONAL,B,5000,11.99,0,0.05,N,9
25,35364,RENT,0.0,VENTURE,A,10000,9.32,0,0.28,N,4
23,57355,MORTGAGE,5.0,MEDICAL,C,25000,13.49,1,0.37,N,3
35,52000,RENT,2.0,VENTURE,B,9000,,0,0.17,N,9
25,24000,RENT,0.0,PERSONAL,B,2000,10.38,0,0.08,N,4
28,39000,RENT,6.0,DEBTCONSOLIDATION,A,5000,5.99,1,0.13,N,7
22,36000,OWN,4.0,EDUCATION,D,5000,14.61,0,0.14,N,2
30,37400,MORTGAGE,6.0,MEDICAL,D,12700,17.27,1,0.34,N,5
22,37000,RENT,6.0,PERSONAL,A,14000,6.92,1,0.38,N,2
23,63200,OTHER,0.0,DEBTCONSOLIDATION,B,4800,12.53,0,0.08,N,4
23,31200,RENT,0.0,PERSONAL,C,3200,13.49,0,0.1,Y,2
21,13000,RENT,0.0,DEBTCONSOLIDATION,C,9250,12.53,1,0.71,N,3
35,25200,RENT,0.0,PERSONAL,E,7000,15.68,1,0.28,Y,7
26,30000,RENT,4.0,MEDICAL,C,8000,13.98,0,0.27,N,2
24,53000,RENT,0.0,EDUCATION,B,6000,11.49,0,0.11,N,2
24,75000,OWN,8.0,HOMEIMPROVEMENT,B,29800,,0,0.4,N,4
24,30000,RENT,0.0,PERSONAL,E,10000,19.29,1,0.33,Y,3
